Facility name,Username,Channel id,Channel name,Content id,Content title,Time of first interaction,Time of last interaction,Time of completion,Time Spent (sec),Progress (0-1),Content kind
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 20:18:56.187000+00:00,2020-08-03 20:21:47.675000+00:00,,156.4,0.7224,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-03 20:21:53.372000+00:00,2020-08-03 20:23:50.862000+00:00,,116.9,0.4476,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 20:24:07.812000+00:00,2020-08-03 20:24:44.503000+00:00,,26.7,0.0697,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-03 20:24:44.587000+00:00,2020-08-03 20:27:41.800000+00:00,,177.0,0.4085,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4c4c2bbdd55b49af807d1d06e2f051f7,Jitsi - Videoconferência,2020-08-03 20:28:17.278000+00:00,2020-08-03 20:28:19.588000+00:00,,1.7,0.0000,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1a8d681f324740c6adc176aa9219184b,Ferramentas - 1º Desafio,2020-08-03 20:29:22.512000+00:00,2020-08-03 20:29:51.670000+00:00,,26.5,0.0913,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1a8d681f324740c6adc176aa9219184b,Ferramentas - 1º Desafio,2020-08-03 20:29:55.512000+00:00,2020-08-03 20:29:59.428000+00:00,,3.7,0.0060,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 21:17:52.406000+00:00,2020-08-03 21:18:37.608000+00:00,,42.2,0.0000,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-03 21:18:38.786000+00:00,2020-08-03 21:18:42.070000+00:00,,2.8,0.0000,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-03 21:18:42.207000+00:00,2020-08-03 21:18:42.207000+00:00,,0.0,0.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-03 21:20:08.206000+00:00,2020-08-03 21:20:08.206000+00:00,,0.0,0.0000,document
Associação PiPA,daniel,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 23:33:39.471000+00:00,2020-08-03 23:42:40.630000+00:00,,525.5,1.0000,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-03 23:33:52.920000+00:00,2020-08-03 23:35:09.065000+00:00,,75.7,1.0000,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,fbcafa0d4a2e4449900bc7dede957df7,Plano de Aula - Equipe Capacitação,2020-08-03 23:41:59.279000+00:00,2020-08-03 23:42:37.941000+00:00,,36.5,1.0000,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,aff15f66949c461a8367bd6c312c6698,Curadoria,2020-08-03 23:42:40.604000+00:00,2020-08-03 23:43:28.628000+00:00,,46.4,1.0000,document
Associação PiPA,daniel,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-03 23:42:43.427000+00:00,2020-08-03 23:43:21.168000+00:00,,37.1,0.0701,video
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,096e5448a6b54e3c9ff821a3ef819075,"Aprendizado Baseado em Projetos - elementos essenciais ""Padrão Ouro""",2020-08-03 23:44:05.264000+00:00,2020-08-03 23:44:15.091000+00:00,,8.9,0.0424,document
Associação PiPA,daniel,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-03 23:44:07.425000+00:00,2020-08-03 23:52:37.872000+00:00,,509.7,0.9812,video
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 23:44:45.801000+00:00,2020-08-03 23:53:47.349000+00:00,,525.5,0.6041,video
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-03 23:58:59.743000+00:00,2020-08-04 00:25:42.726000+00:00,,1535.4,1.0000,video
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-04 00:25:59.957000+00:00,2020-08-04 00:31:45.143000+00:00,,344.4,1.0000,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ccb16cdaa44b4923a490d2b6d6d29b9a,,2020-08-04 00:31:26.650000+00:00,2020-08-04 00:34:57.257000+00:00,,206.4,1.0000,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-04 00:32:25.823000+00:00,2020-08-04 00:32:49.968000+00:00,,19.0,0.3162,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-04 00:32:53.574000+00:00,2020-08-04 00:33:09.792000+00:00,,15.4,0.2556,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-04 00:33:12.929000+00:00,2020-08-04 00:33:51.618000+00:00,,32.4,1.0000,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,42fd404c275b4033b9b4ea5100744292,,2020-08-04 00:34:20.986000+00:00,2020-08-04 00:35:07.422000+00:00,,30.7,0.5059,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,cbf2967bedb64d7891ceb9d306ac1a9e,,2020-08-04 00:35:33.531000+00:00,2020-08-04 00:35:56.495000+00:00,,49.0,0.6123,document
Associação PiPA,DrycaGiz,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebe8fe6908c543d4b367e3c5797bec79,,2020-08-04 00:36:08.158000+00:00,2020-08-04 00:38:20.163000+00:00,,131.0,1.0000,audio
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-04 14:57:20.728000+00:00,2020-08-04 15:00:45.284000+00:00,,203.9,0.9955,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-04 15:00:47.306000+00:00,2020-08-04 15:01:47.606000+00:00,,36.8,0.0632,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-04 15:09:07.445000+00:00,2020-08-04 15:14:39.685000+00:00,,331.2,0.9378,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-04 15:14:42.896000+00:00,2020-08-04 15:14:47.799000+00:00,,4.7,0.0059,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-04 15:14:55.005000+00:00,2020-08-04 15:50:38.164000+00:00,,2150.3,1.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,42fd404c275b4033b9b4ea5100744292,,2020-08-04 15:24:09.877000+00:00,2020-08-04 16:03:10.979000+00:00,,2340.0,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-04 15:50:42.011000+00:00,2020-08-04 15:50:49.407000+00:00,,6.7,0.1111,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-04 15:50:53.918000+00:00,2020-08-04 15:51:03.555000+00:00,,14.0,0.3511,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-04 15:51:10.347000+00:00,2020-08-04 15:53:03.702000+00:00,,113.1,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4c4c2bbdd55b49af807d1d06e2f051f7,Jitsi - Videoconferência,2020-08-04 15:53:04.998000+00:00,2020-08-04 15:59:35.523000+00:00,,390.3,1.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,157419a9363e42dd9bd13abd5ff61847,Canva,2020-08-04 15:59:42.497000+00:00,2020-08-04 16:00:57.364000+00:00,,74.9,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-04 16:01:03.423000+00:00,2020-08-04 16:01:06.134000+00:00,,2.3,0.0388,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1d7d23a1c4754d8fac65edb1bdb7dcd7,Google Drive,2020-08-04 16:02:09.006000+00:00,2020-08-04 16:08:01.484000+00:00,,352.2,1.0000,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-04 20:35:05.771000+00:00,2020-08-04 20:35:10.751000+00:00,,0.0,0.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,42fd404c275b4033b9b4ea5100744292,,2020-08-04 20:35:16.343000+00:00,2020-08-04 20:35:24.701000+00:00,,6.1,0.1511,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,f97f697399124d4795f8c00d855817e6,,2020-08-04 20:35:29.537000+00:00,2020-08-04 21:46:45.072000+00:00,,4275.0,1.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-04 21:26:24.718000+00:00,2020-08-04 21:28:39.567000+00:00,,104.4,1.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-05 00:24:46.160000+00:00,2020-08-05 00:40:57.214000+00:00,,970.5,1.0000,document
Associação PiPA,EmillyFernandes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,fbcafa0d4a2e4449900bc7dede957df7,Plano de Aula - Equipe Capacitação,2020-08-05 01:37:17.427000+00:00,2020-08-05 01:53:34.776000+00:00,,975.5,1.0000,document
,,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,fbcafa0d4a2e4449900bc7dede957df7,Plano de Aula - Equipe Capacitação,2020-08-05 01:56:03.742000+00:00,2020-08-05 03:41:00.901000+00:00,,6295.9,1.0000,document
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-05 02:26:59.472000+00:00,2020-08-05 02:30:46.428000+00:00,,225.2,1.0000,video
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-05 02:30:59.285000+00:00,2020-08-05 02:46:00.495000+00:00,,877.2,0.2029,video
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-05 02:46:07.268000+00:00,2020-08-05 02:46:16.103000+00:00,,6.7,0.0101,video
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a2ea14a5aaaf4db1ba85df3af1ae19d6,,2020-08-05 02:46:18.718000+00:00,2020-08-05 02:54:09.877000+00:00,,473.7,1.0000,document
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,7f8553d0635242b180b88bc739287a2b,Uso Chroma Key,2020-08-05 02:54:27.541000+00:00,2020-08-05 02:54:46.306000+00:00,,17.6,0.3945,video
Associação PiPA,carolyna,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-05 02:55:25.469000+00:00,2020-08-05 03:01:08.700000+00:00,,341.1,0.7497,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4093ba4a057d4b5fb6882f8ca4037cd1,Miro - parte 1,2020-08-05 04:24:33.805000+00:00,2020-08-05 04:24:37.443000+00:00,,3.0,0.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-05 04:24:38.342000+00:00,2020-08-05 04:24:38.863000+00:00,,0.5,0.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,2a88530f58dd433c80e8d889c7f4c9b6,Miro - parte 2,2020-08-05 04:24:56.165000+00:00,2020-08-05 04:25:05.178000+00:00,,8.1,0.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-05 04:25:06.013000+00:00,2020-08-05 04:25:19.327000+00:00,,12.4,0.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4c4c2bbdd55b49af807d1d06e2f051f7,Jitsi - Videoconferência,2020-08-05 04:25:19.652000+00:00,2020-08-05 04:32:21.287000+00:00,,420.8,1.0000,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,abbe66ef1cb24d129a69f84c5f3d93e5,,2020-08-05 05:24:20.685000+00:00,2020-08-05 05:28:03.190000+00:00,,222.3,1.0000,html5
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-05 05:28:39.048000+00:00,2020-08-05 05:34:33.687000+00:00,,354.5,1.0000,html5
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-05 05:39:26.689000+00:00,2020-08-05 07:37:44.166000+00:00,,7097.3,1.0000,html5
,,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,fbcafa0d4a2e4449900bc7dede957df7,Plano de Aula - Equipe Capacitação,2020-08-05 04:02:08.600000+00:00,2020-08-05 04:08:18.326000+00:00,,365.9,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-05 15:37:27.720000+00:00,2020-08-05 15:37:42.326000+00:00,,10.7,0.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,7f8553d0635242b180b88bc739287a2b,Uso Chroma Key,2020-08-05 15:38:12.544000+00:00,2020-08-05 15:41:28.235000+00:00,,183.6,1.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-05 15:41:41.166000+00:00,2020-08-05 15:42:26.730000+00:00,,58.4,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-05 15:42:31.587000+00:00,2020-08-05 15:44:02.317000+00:00,,90.0,0.2452,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4093ba4a057d4b5fb6882f8ca4037cd1,Miro - parte 1,2020-08-05 15:58:51.457000+00:00,2020-08-05 15:59:23.831000+00:00,,31.7,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-05 15:59:24.705000+00:00,2020-08-05 15:59:55.448000+00:00,,30.7,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,2a88530f58dd433c80e8d889c7f4c9b6,Miro - parte 2,2020-08-05 15:59:58.820000+00:00,2020-08-05 16:01:01.006000+00:00,,61.7,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-05 16:01:01.692000+00:00,2020-08-05 16:01:07.673000+00:00,,5.6,0.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4c4c2bbdd55b49af807d1d06e2f051f7,Jitsi - Videoconferência,2020-08-05 16:01:08.585000+00:00,2020-08-05 16:01:10.137000+00:00,,1.0,0.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,157419a9363e42dd9bd13abd5ff61847,Canva,2020-08-05 16:01:12.186000+00:00,2020-08-05 16:01:12.186000+00:00,,0.0,0.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1d7d23a1c4754d8fac65edb1bdb7dcd7,Google Drive,2020-08-05 16:01:16.316000+00:00,2020-08-05 16:01:16.996000+00:00,,0.5,0.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,b49582c002fb4a2d848625f70a6d55f8,Google Apresentação,2020-08-05 16:01:19.507000+00:00,2020-08-05 16:04:51.023000+00:00,,207.9,1.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1caa04cc6ef54e86937ea640cdba2eb7,Google Formulário,2020-08-05 16:04:58.184000+00:00,2020-08-05 16:10:40.462000+00:00,,342.0,1.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,a42f3832d09e45ada555a7090538c58f,Multimídias - parte 1,2020-08-05 16:10:45.195000+00:00,2020-08-05 16:12:52.890000+00:00,,126.5,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,6c14045167a0471aa3de5ae9d3355065,Multimídias - parte 1 LINKS,2020-08-05 16:12:55.426000+00:00,2020-08-05 16:13:45.721000+00:00,,50.3,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,74794060ab4c41f0a83eed1d1f14f5bc,Multimídias - parte 2,2020-08-05 16:13:51.074000+00:00,2020-08-05 16:15:22.412000+00:00,,91.4,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,459714ba34da4a95ad013d6489caaa0e,Gravação de telas - Loom,2020-08-05 16:16:22.636000+00:00,2020-08-05 16:26:04.173000+00:00,,641.7,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4b3d5d2acd3b4340a5ad39ffe0d1266f,Gravação de telas - OBS Studio,2020-08-05 16:27:12.480000+00:00,2020-08-05 16:31:53.167000+00:00,,280.7,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,5ad23a9846ba448b85c0542ff197c9ef,Gravação de telas - Edição,2020-08-05 16:33:18.388000+00:00,2020-08-05 16:34:20.123000+00:00,,61.8,1.0000,document
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,7f8553d0635242b180b88bc739287a2b,Uso Chroma Key,2020-08-05 16:34:22.537000+00:00,2020-08-05 16:34:52.922000+00:00,,30.0,1.0000,video
Associação PiPA,diegominucelli,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1a8d681f324740c6adc176aa9219184b,Ferramentas - 1º Desafio,2020-08-05 16:35:10.480000+00:00,2020-08-05 16:39:04.286000+00:00,,233.6,1.0000,video
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-05 21:55:46.344000+00:00,2020-08-05 22:08:11.051000+00:00,,744.2,1.0000,html5
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3d95768e8ca15fcbb4f54d3eb6113a7a,Plantio alternado,2020-08-05 23:09:04.320000+00:00,2020-08-05 23:10:48.993000+00:00,,103.5,0.0078,video
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,64b274132b5041269c245d8f4c5e7c65,Pedagogia do Oprimido - Paulo Freire,2020-08-05 23:10:49.095000+00:00,2020-08-05 23:11:27.241000+00:00,,36.8,0.0087,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,586e8cc931274fe1972e0e7895b02ca7,O que é matemática,2020-08-05 23:11:27.355000+00:00,2020-08-05 23:11:54.909000+00:00,,25.9,0.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,5de6c90c77b94453b9e486cd813a9639,exemplo epub link,2020-08-05 23:12:01.490000+00:00,2020-08-05 23:12:32.080000+00:00,,30.6,1.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-05 23:12:58.388000+00:00,2020-08-05 23:13:41.499000+00:00,,42.8,0.1500,html5
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,b30d4d43fb6e471aa4743bb9f8695d53,Exemplo de Lista de Exercício,2020-08-05 23:13:17.957000+00:00,2020-08-05 23:13:39.899000+00:00,,0.0,0.0000,exercise
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,b30d4d43fb6e471aa4743bb9f8695d53,Exemplo de Lista de Exercício,2020-08-05 23:13:48.627000+00:00,2020-08-05 23:14:24.511000+00:00,,35.0,0.0000,exercise
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,b6c0267716aa5123b0645315a10d2e33,Lei de Ohm,2020-08-05 23:14:08.008000+00:00,2020-08-05 23:14:48.608000+00:00,,40.4,0.1500,html5
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,c9ac92a77ec444d381197cf0501d5959,Handbrake Compressor Vídeo,2020-08-05 23:14:44.364000+00:00,2020-08-05 23:15:15.682000+00:00,,29.9,0.1005,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-06 00:37:37.118000+00:00,2020-08-06 00:37:37.118000+00:00,,0.0,0.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-06 00:37:44.736000+00:00,2020-08-06 00:48:53.276000+00:00,,649.2,1.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,ebd427e5d1704bbdbcdaee02b67bf4ce,Ferramentas,2020-08-06 00:48:59.009000+00:00,2020-08-06 00:49:03.424000+00:00,,3.9,0.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,3f94390840744f24936a90ee888fa3c4,Apresentação,2020-08-06 00:49:05.908000+00:00,2020-08-06 00:57:56.502000+00:00,,529.1,1.0000,video
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4093ba4a057d4b5fb6882f8ca4037cd1,Miro - parte 1,2020-08-06 00:58:13.956000+00:00,2020-08-06 00:58:37.967000+00:00,,14.4,0.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-06 00:58:47.956000+00:00,2020-08-06 01:02:10.777000+00:00,,203.1,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-06 01:02:18.103000+00:00,2020-08-06 01:05:51.410000+00:00,,220.5,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,2a88530f58dd433c80e8d889c7f4c9b6,Miro - parte 2,2020-08-06 01:05:57.010000+00:00,2020-08-06 01:09:18.513000+00:00,,197.0,1.0000,document
Associação PiPA,TiagoAlmeida,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-06 01:08:33.387000+00:00,2020-08-06 01:21:04.498000+00:00,,750.9,1.0000,html5
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,4093ba4a057d4b5fb6882f8ca4037cd1,Miro - parte 1,2020-08-06 01:09:21.982000+00:00,2020-08-06 01:09:35.248000+00:00,,8.7,0.2908,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,1422a5f3ea37446baf7926cd060cd114,,2020-08-06 01:09:40.432000+00:00,2020-08-06 01:24:10.934000+00:00,,875.6,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-06 01:24:21.153000+00:00,2020-08-06 01:25:29.343000+00:00,,60.0,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-06 01:40:13.817000+00:00,2020-08-06 01:45:33.399000+00:00,,305.4,1.0000,document
Associação PiPA,joselopes,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,8777907d2f864f52b041d9f3847d0bf6,Videoconferência,2020-08-06 01:40:12.149000+00:00,2020-08-06 01:46:17.818000+00:00,,360.8,1.0000,document
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,e945350b92e04d6c9577cb07cbb00eea,2048 Jogo HTML,2020-08-06 03:07:03.411000+00:00,2020-08-06 04:42:14.920000+00:00,,5711.3,1.0000,html5
Associação PiPA,Tiago,a1f8ee3a33d94f86888a4c88164d3528,Treinamento,73e7f17691434cc087fc574fba2fbb7c,Navegação Plataforma,2020-08-06 12:38:32.334000+00:00,2020-08-06 12:38:50.703000+00:00,,17.4,0.0384,video
