Facility name,Username,Channel id,Channel name,Content id,Content title,Time of first interaction,Time of last interaction,Time of completion,Time Spent (sec),Progress (0-1),Content kind
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:35:29.444000+00:00,2021-06-18 16:39:35.086000+00:00,,245.2,0.2501,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:40:31.688000+00:00,2021-06-18 16:40:32.707000+00:00,,0.5,0.0005,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:40:34.109000+00:00,2021-06-18 16:40:35.246000+00:00,,0.7,0.0007,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,bba2d286a42a45f99c50efa200f28c58,Vídeo Aula: Os Divisores,2021-06-18 16:40:38.182000+00:00,2021-06-18 16:40:38.182000+00:00,,0.0,0.0000,video
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,e2ede6397b8a4a7fa2b9019e3cd3ae28,Para Aprender Mais!: Múltiplos de um Número,2021-06-18 16:40:39.475000+00:00,2021-06-18 16:40:39.475000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:40:40.350000+00:00,2021-06-18 16:40:40.350000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-06-18 16:40:41.282000+00:00,2021-06-18 16:40:42.039000+00:00,,0.5,0.0000,video
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,e2ede6397b8a4a7fa2b9019e3cd3ae28,Para Aprender Mais!: Múltiplos de um Número,2021-06-18 16:40:55.152000+00:00,2021-06-18 16:40:55.152000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,e2ede6397b8a4a7fa2b9019e3cd3ae28,Para Aprender Mais!: Múltiplos de um Número,2021-06-18 16:40:57.671000+00:00,2021-06-18 16:40:58.842000+00:00,,0.8,0.0258,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:41:00.253000+00:00,2021-06-18 16:41:00.253000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 16:41:02.141000+00:00,2021-06-18 16:43:47.600000+00:00,,164.9,0.1718,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c4ea793d6edd4f1eab6e8225cb29c854,Curiosidades Matemáticas: O QUE É UM NÚMERO CAPICUA?,2021-06-18 16:43:52.559000+00:00,2021-06-18 16:45:33.262000+00:00,,100.1,0.3031,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c4ea793d6edd4f1eab6e8225cb29c854,Curiosidades Matemáticas: O QUE É UM NÚMERO CAPICUA?,2021-06-18 16:45:41.577000+00:00,2021-06-18 16:46:22.115000+00:00,,40.0,0.1332,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,2c144fd2a528593a837cc545d65e4ee1,Para Aprender Mais!: Encontrando os Divisores de um Número,2021-06-18 16:46:22.132000+00:00,2021-06-18 16:59:26.199000+00:00,,782.2,1.0000,video
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c4ea793d6edd4f1eab6e8225cb29c854,Curiosidades Matemáticas: O QUE É UM NÚMERO CAPICUA?,2021-06-18 16:59:26.254000+00:00,2021-06-18 17:00:21.140000+00:00,,54.5,0.1815,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,e2ede6397b8a4a7fa2b9019e3cd3ae28,Para Aprender Mais!: Múltiplos de um Número,2021-06-18 17:00:21.570000+00:00,2021-06-18 17:00:21.570000+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 17:06:27.359000+00:00,2021-06-18 17:15:33.474000+00:00,,545.6,0.3126,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 17:15:37+00:00,2021-06-18 17:15:37+00:00,,0.0,0.0000,document
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 17:15:39.026000+00:00,2021-06-18 17:15:39.604000+00:00,,0.2,0.0001,document
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,02fc0d102d2848ff82310e998b60b146,Plano de Aula,2021-06-18 17:18:56.187000+00:00,2021-06-18 17:19:36.757000+00:00,,39.5,1.0000,document
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,39dd8386566046b6bed0cb9057f2278a,1° Desafio: Aula Teste de Geometria,2021-06-18 17:19:41.421000+00:00,2021-06-18 17:27:18.227000+00:00,,425.2,1.0000,video
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,b191c97bb9174720b965459b7994d6c9,Lista de Exercícios de Geometria,2021-06-18 17:27:21.310000+00:00,2021-06-18 17:28:28.041000+00:00,,65.3,0.0000,exercise
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,3cad2766fd824f1d860bb6ec649fc002,Plano de curso sustentabilidade,2021-06-18 17:28:38.451000+00:00,2021-06-18 17:28:45.202000+00:00,,5.8,0.0000,document
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,7b94b3f9d4164d1aa859ef8bb0320686,S01 Sustentabilidade na prática,2021-06-18 17:28:46.169000+00:00,2021-06-18 17:28:52.840000+00:00,,5.0,0.0000,document
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,5f60a3e7aeb44d37aabc276e42c9c0f9,Aula - Por Que Você Tem Tantas Roupas - Final Cut-1 - compressed,2021-06-18 17:28:53.872000+00:00,2021-06-18 17:37:51.120000+00:00,,536.4,1.0000,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 17:33:46.421000+00:00,2021-06-18 17:59:26.269000+00:00,,1110.8,1.0000,video
,,1363070faf91429b88db843795c434ae,Treinamento - Produções das aulas,4102ad4204805c1a8cec0fe03d841803,Probabilidade simples: bola de gude não azul,2021-06-18 17:37:59.504000+00:00,2021-06-18 17:46:05.822000+00:00,,445.7,0.7107,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 17:59:26.462000+00:00,2021-06-18 18:01:34.453000+00:00,,115.8,1.0000,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-06-18 18:01:15.327000+00:00,2021-06-18 18:04:20.787000+00:00,,184.0,0.7081,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:01:34.545000+00:00,2021-06-18 18:04:53.946000+00:00,,179.3,0.0969,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-06-18 18:04:20.893000+00:00,2021-06-18 18:05:00.436000+00:00,,37.3,1.0000,document
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:04:54.104000+00:00,2021-06-18 18:07:02.474000+00:00,,127.2,1.0000,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:05:00.476000+00:00,2021-06-18 18:08:31.297000+00:00,,172.1,0.3206,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:07:02.549000+00:00,2021-06-18 18:20:34.066000+00:00,,675.9,1.0000,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:09:04.704000+00:00,2021-06-18 18:12:11.023000+00:00,,184.3,0.6315,video
Associação PiPA,Guilherme_Almeida,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c4ea793d6edd4f1eab6e8225cb29c854,Curiosidades Matemáticas: O QUE É UM NÚMERO CAPICUA?,2021-06-18 18:10:52.118000+00:00,2021-06-18 18:10:55.997000+00:00,,3.2,0.0106,document
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,ba90ebf879ee4e2f85d9d10407bbfa7e,Desvendando Os Mistérios,2021-06-18 18:11:05.006000+00:00,2021-06-18 18:11:09.614000+00:00,,3.9,0.0000,video
Associação PiPA,Guilherme_Almeida,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,ebd22c2feced413a8ab8af8d4d6596e1,Desvendando Os Mistérios,2021-06-18 18:11:11.411000+00:00,2021-06-18 18:11:15.298000+00:00,,3.6,0.0000,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:12:11.117000+00:00,2021-06-18 18:12:11.117000+00:00,,0.0,0.0000,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:12:38.473000+00:00,2021-06-18 18:12:40.317000+00:00,,0.7,0.0212,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:12:40.391000+00:00,2021-06-18 18:12:42.550000+00:00,,2.2,0.0000,video
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:12:49.848000+00:00,2021-06-18 18:13:31.671000+00:00,,41.2,1.0000,document
Associação PiPA,VitoriaAlves,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:13:34.630000+00:00,2021-06-18 18:14:31.982000+00:00,,49.3,0.0412,video
Associação PiPA,VitoriaAlves,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 18:15:01.877000+00:00,2021-06-18 18:16:41.086000+00:00,,98.4,0.1024,document
Associação PiPA,VitoriaAlves,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c4ea793d6edd4f1eab6e8225cb29c854,Curiosidades Matemáticas: O QUE É UM NÚMERO CAPICUA?,2021-06-18 18:16:54.548000+00:00,2021-06-18 18:17:27.347000+00:00,,32.0,0.1067,document
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:20:34.298000+00:00,2021-06-18 18:20:49.348000+00:00,,13.8,0.2433,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:20:49.469000+00:00,2021-06-18 18:20:53.057000+00:00,,2.4,0.0781,document
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:20:53.103000+00:00,2021-06-18 18:21:32.888000+00:00,,38.5,0.7023,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:21:33.096000+00:00,2021-06-18 18:22:29.473000+00:00,,55.4,1.0000,document
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:22:29.545000+00:00,2021-06-18 18:22:32.357000+00:00,,1.7,0.0000,video
Associação PiPA,carollynev401,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:22:37.892000+00:00,2021-06-18 18:22:50.664000+00:00,,10.5,0.1825,video
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-06-18 18:23:46.785000+00:00,2021-06-18 18:24:47.581000+00:00,,59.9,0.0483,video
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,fe5867929f614777aad179d9f4e5b92d,Videoaula: Tempo e História,2021-06-18 18:38:25.970000+00:00,2021-06-18 18:41:24.097000+00:00,,160.8,1.0000,video
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,c766a783470f4b7e8ed475294ef4f390,Para Saber Mais!: O Estudo da História,2021-06-18 18:41:24.712000+00:00,2021-06-18 18:42:36.752000+00:00,,70.2,1.0000,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:42:36.863000+00:00,2021-06-18 18:44:44.930000+00:00,,126.9,1.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:42:54.090000+00:00,2021-06-18 18:44:03.130000+00:00,,67.6,0.0371,video
Associação PiPA,Naah,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:43:43.958000+00:00,2021-06-18 18:55:06.234000+00:00,,680.0,1.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:44:03.200000+00:00,2021-06-18 18:44:10.428000+00:00,,6.5,0.1075,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:44:10.452000+00:00,2021-06-18 18:44:19.974000+00:00,,9.0,0.0023,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:44:20.025000+00:00,2021-06-18 18:44:28.858000+00:00,,7.9,0.0095,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:44:28.911000+00:00,2021-06-18 18:44:42.632000+00:00,,13.3,0.4427,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:44:45.102000+00:00,2021-06-18 18:44:45.103000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:44:49.609000+00:00,2021-06-18 18:45:32.459000+00:00,,42.3,0.7046,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:45:00.915000+00:00,2021-06-18 18:45:15.399000+00:00,,13.4,0.4450,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,6b87926ed19744db9dbd02a79f7bd037,Videoaula: Calendário,2021-06-18 18:45:15.496000+00:00,2021-06-18 18:45:17.658000+00:00,,0.6,0.0000,video
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,e3a62c6fa0d64e80b83c55ad738f88bf,Para Saber Mais!: Calendário,2021-06-18 18:45:20.777000+00:00,2021-06-18 18:45:56.075000+00:00,,34.4,1.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:45:32.478000+00:00,2021-06-18 18:45:39.293000+00:00,,6.2,0.0001,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:45:39.345000+00:00,2021-06-18 18:45:45.299000+00:00,,4.6,0.0011,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:45:45.345000+00:00,2021-06-18 18:46:25.935000+00:00,,40.1,1.0000,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,ba90ebf879ee4e2f85d9d10407bbfa7e,Desvendando Os Mistérios,2021-06-18 18:46:10.387000+00:00,2021-06-18 18:48:33.423000+00:00,,139.2,1.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:46:28.110000+00:00,2021-06-18 18:46:38.331000+00:00,,9.7,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:46:40.647000+00:00,2021-06-18 18:48:24.762000+00:00,,76.2,0.0037,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:48:24.805000+00:00,2021-06-18 18:49:51.212000+00:00,,85.9,1.0000,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,029a8adcb55f43519a67b9690509419c,Artefato Detectado,2021-06-18 18:48:33.577000+00:00,2021-06-18 18:49:13.284000+00:00,,36.1,1.0000,document
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,ebd22c2feced413a8ab8af8d4d6596e1,Desvendando Os Mistérios,2021-06-18 18:49:13.333000+00:00,2021-06-18 18:52:09.399000+00:00,,175.0,1.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:49:53.954000+00:00,2021-06-18 18:53:30.530000+00:00,,215.7,0.0001,video
Associação PiPA,carollynev401,981f298234064a7487e0d8052ce8e3f8,Ciências Humanas - Preparando o Futuro,3a3fa1fa43f14fc1ae2dd601f85351d3,Artefato Detectado,2021-06-18 18:52:09.610000+00:00,2021-06-18 18:52:47.938000+00:00,,37.1,1.0000,document
Associação PiPA,carollynev401,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,c0b9f27aabd54327914742546b530981,Curiosidades Matemáticas: O Mistério dos Dígitos Iguais,2021-06-18 18:53:03.561000+00:00,2021-06-18 18:53:30.654000+00:00,,24.8,0.0258,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:53:33.420000+00:00,2021-06-18 18:53:35.357000+00:00,,1.5,0.0000,video
Associação PiPA,carollynev401,6ae32dff07384e229e8a6e968d8c3f42,Matemática - Preparando o Futuro,775dec1011de485dbbc1764ce4cfbc04,Videoaula: Os Múltiplos,2021-06-18 18:53:35.962000+00:00,2021-06-18 19:00:07.071000+00:00,,364.8,0.9314,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:53:40.450000+00:00,2021-06-18 18:53:40.450000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:53:41.550000+00:00,2021-06-18 18:53:41.550000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:53:41.701000+00:00,2021-06-18 18:53:41.701000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:53:42.327000+00:00,2021-06-18 18:53:42.327000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:53:43.054000+00:00,2021-06-18 18:53:43.054000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:53:43.201000+00:00,2021-06-18 18:53:43.648000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:53:43.696000+00:00,2021-06-18 18:53:43.696000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:53:44.276000+00:00,2021-06-18 18:53:44.919000+00:00,,0.2,0.0029,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,2ea4dd3d8ecc43fd9051d542bd43c7cc,Propriedades dos Materiais - Comunicação Interplanetária,2021-06-18 18:53:45.609000+00:00,2021-06-18 18:53:45.609000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3d14e8c3d1934a5d8b2130f283bf6559,,2021-06-18 18:53:46.277000+00:00,2021-06-18 18:53:46.277000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,50dcd29a8e5744978d67e480945eb022,,2021-06-18 18:53:46.937000+00:00,2021-06-18 18:53:46.937000+00:00,,0.0,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:53:47.548000+00:00,2021-06-18 18:53:47.548000+00:00,,0.0,0.0000,document
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,3429592d54d84d5e98548643886e1861,Videoaula: Introdução á Física e ao Estudo do Movimento,2021-06-18 18:53:48.048000+00:00,2021-06-18 18:53:48.597000+00:00,,0.1,0.0000,video
Associação PiPA,Lucastavares,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:54:20.893000+00:00,2021-06-18 18:56:24.286000+00:00,,122.7,1.0000,document
Associação PiPA,Naah,ff09316f01d84a009998c787c4ef13c0,Ciências da Natureza - Preparando o Futuro,f1cde8c1114f4659882efc331605a996,Atividades no Caderno: Transformações de Unidades de Medidas,2021-06-18 18:55:09.247000+00:00,2021-06-18 18:55:46.307000+00:00,,26.3,0.4378,document
